
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: Non combustible  Metal  ,  constructionCode: 3
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 3
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Concrete  ,  constructionCode: 2
  construction Description: Precast Concrete & Steel  ,  constructionCode: 2
  construction Description: Tilt up Concrete  ,  constructionCode: 2
  construction Description: Tip up / concrete  ,  constructionCode: 2
  construction Description: Concrete Tilt  ,  constructionCode: 2
  construction Description: Steel/Concrete  ,  constructionCode: 2
  construction Description: Steel Frame & Concrete  ,  constructionCode: 2
  construction Description: Concrete/Wood  ,  constructionCode: 2
  construction Description: concrete  ,  constructionCode: 2
  construction Description: Brick concrete block  ,  constructionCode: 2
  construction Description: wood concrete block  ,  constructionCode: 2
  construction Description: block concrete  ,  constructionCode: 2
  construction Description: masonry concrete slab  ,  constructionCode: 2
  construction Description: Wood frame  concrete  ,  constructionCode: 2
  construction Description: stucco/concrete  ,  constructionCode: 2
  construction Description: Concrete wood  ,  constructionCode: 2
  construction Description: steel concrete  ,  constructionCode: 2
  construction Description: brick exterior concrete block  ,  constructionCode: 2
  construction Description: brick concrete  ,  constructionCode: 2
  construction Description: Precast Concrete  ,  constructionCode: 2
  construction Description: Precaste Concrete  ,  constructionCode: 2
  construction Description: Preformed Concrete Set In Place  ,  constructionCode: 2
  construction Description: Exterior Concrete Block  ,  constructionCode: 2
  construction Description: brick  concrete  ,  constructionCode: 2
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 2
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 2
  construction Description: Steel  concrete  ,  constructionCode: 2
  construction Description: reinforced concrete frame & superstructure  ,  constructionCode: 2
  construction Description: Armoned Concrete  ,  constructionCode: 2
  construction Description: Bricks concrete  ,  constructionCode: 2
  construction Description: Poured Concrete
Steel  ,  constructionCode: 2
  construction Description: Steel Concrete Block  ,  constructionCode: 2
  construction Description: Reinforced concrete frame
supporting  frame roof  ,  constructionCode: 2
  construction Description: Steel Concrete  ,  constructionCode: 2
  construction Description: Steel Block  ,  constructionCode: 3
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 3
  construction Description: Steel / Brick  ,  constructionCode: 3
  construction Description: Steel Block  ,  constructionCode: 3
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 3
  construction Description: Steel / Brick  ,  constructionCode: 3
  construction Description: Wood Frame  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Frame = 1  ,  constructionCode: 1
  construction Description: wood frame  ,  constructionCode: 1
  construction Description: Wood frame  ,  constructionCode: 1
  construction Description: wood frame slab  ,  constructionCode: 1
  construction Description: metal frame  ,  constructionCode: 1
  construction Description: frame brick  ,  constructionCode: 1
  construction Description: frame block  ,  constructionCode: 1
  construction Description: frame stucco  ,  constructionCode: 1
  construction Description: frame / siding  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: MNC  ,  constructionCode: 2
  construction Description: Concrete Panels & Steel  ,  constructionCode: 4
  construction Description: Concrete Block & Steel  ,  constructionCode: 4
  construction Description: Precast Concrete & Steel  ,  constructionCode: 4
  construction Description: Concrete Masonry  ,  constructionCode: 4
  construction Description: Concrete/Metal  ,  constructionCode: 4
  construction Description: Tilt up Concrete  ,  constructionCode: 4
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 4
  construction Description: Reinforced Concrete  ,  constructionCode: 4
  construction Description: Concrete wall  Metal Roof  ,  constructionCode: 4
  construction Description: Concrete Block / Steel  ,  constructionCode: 4
  construction Description: Concrete & Frame  ,  constructionCode: 4
  construction Description: Steel/Concrete
Wood Stucco  ,  constructionCode: 4
  construction Description: Steel/Concrete  ,  constructionCode: 4
  construction Description: Concrete/Wood  ,  constructionCode: 4
  construction Description: Concrete/
Masonry  ,  constructionCode: 4
  construction Description: Concrete & Metal Shed  ,  constructionCode: 4
  construction Description: concrete  ,  constructionCode: 4
  construction Description: concrete block steel frame  ,  constructionCode: 4
  construction Description: Brick concrete block  ,  constructionCode: 4
  construction Description: concrete block  ,  constructionCode: 4
  construction Description: concrete masonry block  ,  constructionCode: 4
  construction Description: concrete brick  ,  constructionCode: 4
  construction Description: concrete slab / steel frame  ,  constructionCode: 4
  construction Description: concrete cinder block  ,  constructionCode: 4
  construction Description: concrete/brick  ,  constructionCode: 4
  construction Description: wood concrete block  ,  constructionCode: 4
  construction Description: block concrete  ,  constructionCode: 4
  construction Description: concrete block brick  ,  constructionCode: 4
  construction Description: concrete block / flat roof  ,  constructionCode: 4
  construction Description: concrete block exterior  ,  constructionCode: 4
  construction Description: masonry concrete slab  ,  constructionCode: 4
  construction Description: Concrete block wood frame  ,  constructionCode: 4
  construction Description: stucco/concrete  ,  constructionCode: 4
  construction Description: Concrete block  cement floor  ,  constructionCode: 4
  construction Description: concrete stucco  ,  constructionCode: 4
  construction Description: concrete slab/brick  ,  constructionCode: 4
  construction Description: Concrete wood  ,  constructionCode: 4
  construction Description: steel concrete  ,  constructionCode: 4
  construction Description: concrete block & stucco  ,  constructionCode: 4
  construction Description: concrete sheetrock  ,  constructionCode: 4
  construction Description: concrete block  no basement  ,  constructionCode: 4
  construction Description: brick concrete  ,  constructionCode: 4
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 4
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 4
  construction Description: concrete/cinderblock  ,  constructionCode: 4
  construction Description: Concrete Tilt Wall   ESFR   /Mezzanine  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall  ,  constructionCode: 4
  construction Description: Precast Concrete  ,  constructionCode: 4
  construction Description: Precaste Concrete  ,  constructionCode: 4
  construction Description: Concrete/Metal Panel Siding  ,  constructionCode: 4
  construction Description: Exterior Concrete Block  ,  constructionCode: 4
  construction Description: concrete  steel  glass  ,  constructionCode: 4
  construction Description: brick  concrete  ,  constructionCode: 4
  construction Description: Steel  concrete  ,  constructionCode: 4
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 4
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 4
  construction Description: concrete & steel  ,  constructionCode: 4
  construction Description: Concrete structure  ,  constructionCode: 4
  construction Description: Concrete frame structure  ,  constructionCode: 4
  construction Description: Armoned Concrete  ,  constructionCode: 4
  construction Description: concrete/cement   ,  constructionCode: 4
  construction Description: concrete  steel  ,  constructionCode: 4
  construction Description: Concrete block/ Glass  ,  constructionCode: 4
  construction Description: Bricks concrete  ,  constructionCode: 4
  construction Description: Concrete  steel rack  ,  constructionCode: 4
  construction Description: Concrete & Steel  ,  constructionCode: 4
  construction Description: Concrete & Steel Frame  ,  constructionCode: 4
  construction Description: Concrete
Stucco  ,  constructionCode: 4
  construction Description: Concrete masonry wall  ,  constructionCode: 4
  construction Description: Poured Concrete
Steel  ,  constructionCode: 4
  construction Description: Steel Concrete Block  ,  constructionCode: 4
  construction Description: Concrete Block
Brick  ,  constructionCode: 4
  construction Description: Concrete  / post tension cables  ,  constructionCode: 4
  construction Description: Concrete  Pre Fab  ,  constructionCode: 4
  construction Description: Steel Concrete  ,  constructionCode: 4
  construction Description: Joisted Masonry  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Block Masonry Steel  ,  constructionCode: 1
  construction Description: Steel Clad  ,  constructionCode: 1
  construction Description: Steel Block  ,  constructionCode: 1
  construction Description: Steel Frame/Masonry Exterior  ,  constructionCode: 1
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 1
  construction Description: Steel/Concrete  ,  constructionCode: 1
  construction Description: Steel Frame & Concrete  ,  constructionCode: 1
  construction Description: Masonry/Steel  ,  constructionCode: 1
  construction Description: Masonry / Brick  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: Joisted Masonry = 2  ,  constructionCode: 1
  construction Description: Maonry wood  ,  constructionCode: 1
  construction Description: Masonry steel  ,  constructionCode: 1
  construction Description: masonry  ,  constructionCode: 1
  construction Description: CMU/masonry  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: Masonry & Metal  ,  constructionCode: 1
  construction Description: Metal & Masonry  ,  constructionCode: 1
  construction Description: Steel / Brick  ,  constructionCode: 1
  construction Description: Steel  ,  constructionCode: 1
  construction Description: Steel frame siding  ,  constructionCode: 1
  construction Description: Steel  concrete  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: Joisted
Masonry  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: Light Non Combustible  ,  constructionCode: 3
  construction Description: Masonry/Steel  ,  constructionCode: 3
  construction Description: Masonry / Brick  ,  constructionCode: 3
  construction Description: masonry brick  ,  constructionCode: 3
  construction Description: Masonry steel  ,  constructionCode: 3
  construction Description: masonry block  ,  constructionCode: 3
  construction Description: Non combustible  |Remodeled 1966  ,  constructionCode: 3
  construction Description: Masonry Tilt Wall  ,  constructionCode: 3
  construction Description: combustible  ,  constructionCode: 3
  construction Description: Non Comb/Metal  ,  constructionCode: 3
  construction Description: Masonry & Metal  ,  constructionCode: 3
  construction Description: Non combustible  Metal  ,  constructionCode: 3
  construction Description: Masonry structure
FR  ,  constructionCode: 3
  construction Description: Joisted Masonry  ,  constructionCode: 3
  construction Description: Metal/Masonry  ,  constructionCode: 3
  construction Description: Metal  ,  constructionCode: 3
  construction Description: Concrete/Metal  ,  constructionCode: 3
  construction Description: Block Masonry Steel  ,  constructionCode: 3
  construction Description: Block  Masonry  Steel  ,  constructionCode: 3
  construction Description: Brick/Metal  ,  constructionCode: 3
  construction Description: Masonry/Non Combustible  ,  constructionCode: 3
  construction Description: Masonry / Brick  ,  constructionCode: 3
  construction Description: Maonry wood  ,  constructionCode: 3
  construction Description: Masonry steel  ,  constructionCode: 3
  construction Description: masonry  ,  constructionCode: 3
  construction Description: CMU/masonry  ,  constructionCode: 3
  construction Description: masonry concrete slab  ,  constructionCode: 3
  construction Description: masonry block  ,  constructionCode: 3
  construction Description: Masonry Tilt Wall  ,  constructionCode: 3
  construction Description: Masonry Tilt Wall   ESFR  ,  constructionCode: 3
  construction Description: Masonry/Steel   ESFR  ,  constructionCode: 3
  construction Description: Non Comb/Metal  ,  constructionCode: 3
  construction Description: Metal / Masonry  ,  constructionCode: 3
  construction Description: Metal & Masonry  ,  constructionCode: 3
  construction Description: N/A  |Metal  ,  constructionCode: 3
  construction Description: Joisted
Masonry  ,  constructionCode: 3
  construction Description: Steel/
Masonry  ,  constructionCode: 3
  construction Description: Concrete Block & Steel  ,  constructionCode: 3
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 3
  construction Description: Metal & Steel  ,  constructionCode: 3
  construction Description: #2 Metal Clad Pole  ,  constructionCode: 3
  construction Description: Double Line Steel  ,  constructionCode: 3
  construction Description: Concrete Block / Steel  ,  constructionCode: 3
  construction Description: metal steel  ,  constructionCode: 3
  construction Description: Modular building  ,  constructionCode: 3
  construction Description: Office Building  ,  constructionCode: 3
  construction Description: Metal sides / brink front  ,  constructionCode: 3
  construction Description: Metal building / masonry  ,  constructionCode: 3
  construction Description: Metal frame building  ,  constructionCode: 3
  construction Description: MFR  ,  constructionCode: 1
  construction Description: Concrete  ,  constructionCode: 4
  construction Description: Concrete Panels & Steel  ,  constructionCode: 4
  construction Description: Concrete Block  ,  constructionCode: 4
  construction Description: Concrete Block & Steel  ,  constructionCode: 4
  construction Description: Precast Concrete & Steel  ,  constructionCode: 4
  construction Description: Concrete tilt up  ,  constructionCode: 4
  construction Description: Concrete Masonry  ,  constructionCode: 4
  construction Description: Tilt up Concrete  ,  constructionCode: 4
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 4
  construction Description: concrete tilt Wall  ,  constructionCode: 4
  construction Description: Concrete Block / Steel  ,  constructionCode: 4
  construction Description: Concrete Tilt  ,  constructionCode: 4
  construction Description: Steel/Concrete  ,  constructionCode: 4
  construction Description: Concrete/Tilt Up  ,  constructionCode: 4
  construction Description: Concrete/Wood  ,  constructionCode: 4
  construction Description: Concrete/
Masonry  ,  constructionCode: 4
  construction Description: concrete  ,  constructionCode: 4
  construction Description: concrete block steel frame  ,  constructionCode: 4
  construction Description: Brick concrete block  ,  constructionCode: 4
  construction Description: concrete block  ,  constructionCode: 4
  construction Description: concrete masonry block  ,  constructionCode: 4
  construction Description: concrete brick  ,  constructionCode: 4
  construction Description: Concrete block  ,  constructionCode: 4
  construction Description: concrete slab / steel frame  ,  constructionCode: 4
  construction Description: concrete cinder block  ,  constructionCode: 4
  construction Description: wood concrete block  ,  constructionCode: 4
  construction Description: concrete block brick  ,  constructionCode: 4
  construction Description: concrete block exterior  ,  constructionCode: 4
  construction Description: Concrete block wood frame  ,  constructionCode: 4
  construction Description: Concrete block  cement floor  ,  constructionCode: 4
  construction Description: concrete stucco  ,  constructionCode: 4
  construction Description: concrete slab/brick  ,  constructionCode: 4
  construction Description: Concrete wood  ,  constructionCode: 4
  construction Description: concrete block & stucco  ,  constructionCode: 4
  construction Description: concrete sheetrock  ,  constructionCode: 4
  construction Description: concrete block  no basement  ,  constructionCode: 4
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 4
  construction Description: concrete/cinderblock  ,  constructionCode: 4
  construction Description: Steel concrete frame  ,  constructionCode: 4
  construction Description: Precast Concrete  ,  constructionCode: 4
  construction Description: Concrete Tilt up  ,  constructionCode: 4
  construction Description: Preformed Concrete Set In Place  ,  constructionCode: 4
  construction Description: Non combustible  Metal  ,  constructionCode: 4
  construction Description: Cinder Block & Metal  ,  constructionCode: 4
  construction Description: N/A  |Metal  ,  constructionCode: 4
  construction Description: concrete Tilt up  ,  constructionCode: 4
  construction Description: Concrete/Metal Panel Siding  ,  constructionCode: 4
  construction Description: Exterior Concrete Block  ,  constructionCode: 4
  construction Description: concrete  steel  glass  ,  constructionCode: 4
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 4
  construction Description: concrete tilt up  ,  constructionCode: 4
  construction Description: Concrete structure  ,  constructionCode: 4
  construction Description: Concrete frame structure  ,  constructionCode: 4
  construction Description: Armoned Concrete  ,  constructionCode: 4
  construction Description: concrete/cement   ,  constructionCode: 4
  construction Description: Cement & concrete building materials  ,  constructionCode: 4
  construction Description: Concrete block/ Glass  ,  constructionCode: 4
  construction Description: Concrete / Brick / Iron curtains  ,  constructionCode: 4
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 4
  construction Description: Concrete  steel rack  ,  constructionCode: 4
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 4
  construction Description: Concrete & Steel Frame  ,  constructionCode: 4
  construction Description: Concrete
Stucco  ,  constructionCode: 4
  construction Description: Concrete masonry wall  ,  constructionCode: 4
  construction Description: Poured Concrete
Steel  ,  constructionCode: 4
  construction Description: Steel Concrete Block  ,  constructionCode: 4
  construction Description: Concrete Block
Brick  ,  constructionCode: 4
  construction Description: Concrete  / post tension cables  ,  constructionCode: 4
  construction Description: Poured Concrete  Roof / Metal Trusses  ,  constructionCode: 4
  construction Description: Steel Concrete  ,  constructionCode: 4
  construction Description: Joisted Masonry  ,  constructionCode: 2
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: Structural Steel/Masonry  ,  constructionCode: 2
  construction Description: Concrete Masonry  ,  constructionCode: 2
  construction Description: Block  ,  constructionCode: 2
  construction Description: Masonry  ,  constructionCode: 2
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 2
  construction Description: Masonry/Steel  ,  constructionCode: 2
  construction Description: Concrete/
Masonry  ,  constructionCode: 2
  construction Description: Joisted Masonry = 2  ,  constructionCode: 2
  construction Description: block stucco  ,  constructionCode: 2
  construction Description: Block wood  ,  constructionCode: 2
  construction Description: brick masonry  ,  constructionCode: 2
  construction Description: Masonry steel  ,  constructionCode: 2
  construction Description: masonry  ,  constructionCode: 2
  construction Description: block concrete  ,  constructionCode: 2
  construction Description: CMU/masonry  ,  constructionCode: 2
  construction Description: brick concrete masonry  ,  constructionCode: 2
  construction Description: Metal & Masonry  ,  constructionCode: 2
  construction Description: Cinder Block & Metal  ,  constructionCode: 2
  construction Description: Block /metal roof  ,  constructionCode: 2
  construction Description: Metal building / masonry  ,  constructionCode: 2
  construction Description: Bricks  stone  ,  constructionCode: 2
  construction Description: Joisted
Masonry  ,  constructionCode: 2
  construction Description: Concrete masonry wall  ,  constructionCode: 2
  construction Description: Wood Frame
EFIS Masonry  ,  constructionCode: 2
  construction Description: Steel/
Masonry  ,  constructionCode: 2
  construction Description: Fire Resist. Steel  ,  constructionCode: 5
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 5
  construction Description: ISO 6   Fire resistive  ,  constructionCode: 5
  construction Description: Wood Frame brick veneer  ,  constructionCode: 6
  construction Description: wood frame steel joist  ,  constructionCode: 6
  construction Description: Fire Resist. Steel  ,  constructionCode: 6
  construction Description: wood frame joist/beam  ,  constructionCode: 6
  construction Description: Wood frame joist  ,  constructionCode: 6
  construction Description: wood frame siding  ,  constructionCode: 6
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 6
  construction Description: Brick/Metal  ,  constructionCode: 1
  construction Description: Brick  ,  constructionCode: 1
  construction Description: Wood Stucco  ,  constructionCode: 1
  construction Description: Brick concrete block  ,  constructionCode: 1
  construction Description: block stucco  ,  constructionCode: 1
  construction Description: Brick wood  ,  constructionCode: 1
  construction Description: Brick siding  ,  constructionCode: 1
  construction Description: stucco  ,  constructionCode: 1
  construction Description: brick metal  ,  constructionCode: 1
  construction Description: brick wood  ,  constructionCode: 1
  construction Description: brick exterior  ,  constructionCode: 1
  construction Description: wood stucco  ,  constructionCode: 1
  construction Description: concrete stucco  ,  constructionCode: 1
  construction Description: concrete block & stucco  ,  constructionCode: 1
  construction Description: frame stucco  ,  constructionCode: 1
  construction Description: brick concrete  ,  constructionCode: 1
  construction Description: Brick & Block  ,  constructionCode: 1
  construction Description: Brick Metal Sheeting  ,  constructionCode: 1
  construction Description: brick  concrete  ,  constructionCode: 1
  construction Description: brick steel  ,  constructionCode: 1
  construction Description: Bricks concrete  ,  constructionCode: 1
  construction Description: Bricks  stone  ,  constructionCode: 1
  construction Description: Concrete
Stucco  ,  constructionCode: 1
  construction Description: Metal frame Stucco  ,  constructionCode: 1
  construction Description: Fire resistive  ,  constructionCode: 1
  construction Description: Fire Resistive  ,  constructionCode: 1
  construction Description: fire resistive  ,  constructionCode: 1
  construction Description: Fire Resist. Steel  ,  constructionCode: 1
  construction Description: steel concrete  ,  constructionCode: 1
  construction Description: Precast Concrete  ,  constructionCode: 1
  construction Description: Precaste Concrete  ,  constructionCode: 1
  construction Description: Reinforced concrete structured steel  ,  constructionCode: 1
  construction Description: Fire Resistive/  ,  constructionCode: 1
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 1
  construction Description: Armoned Concrete  ,  constructionCode: 1
  construction Description: CBS Concrete Reinforced Block & Stucco  ,  constructionCode: 1
  construction Description: Non Combustible  ,  constructionCode: 3
  construction Description: Light Non Combustible  ,  constructionCode: 3
  construction Description: #2 Steel Frame Shed  ,  constructionCode: 3
  construction Description: Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Non combustible  ,  constructionCode: 3
  construction Description: Masonry   Non Combustible  ,  constructionCode: 3
  construction Description: Masonry/Non Combustible  ,  constructionCode: 3
  construction Description: Steel Frame/Masonry Exterior  ,  constructionCode: 3
  construction Description: Steel Frame & Concrete  ,  constructionCode: 3
  construction Description: Masonry  Non Combustible  ,  constructionCode: 3
  construction Description: Non Combustible = 3  ,  constructionCode: 3
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 3
  construction Description: Non Combustible = 4  ,  constructionCode: 3
  construction Description: Masonry Non combustible  ,  constructionCode: 3
  construction Description: steel frame metal  ,  constructionCode: 3
  construction Description: Steel frame  flat roof  stucco exterior  ,  constructionCode: 3
  construction Description: combustible  ,  constructionCode: 3
  construction Description: Non combustible  Metal  ,  constructionCode: 3
  construction Description: Steel frame siding  ,  constructionCode: 3
  construction Description: Steel  concrete  ,  constructionCode: 3
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 3
  construction Description: Steel Frame  ,  constructionCode: 3
  construction Description: Steel Frame
non load bearing EIFS Exterior wall  ,  constructionCode: 3
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 3
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Concrete  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 1
  construction Description: Concrete Block  ,  constructionCode: 1
  construction Description: Concrete Block & Steel  ,  constructionCode: 1
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 1
  construction Description: Concrete T ilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete/Metal  ,  constructionCode: 1
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 1
  construction Description: Metal & Steel  ,  constructionCode: 1
  construction Description: #3 Steel & Frame  ,  constructionCode: 1
  construction Description: concrete tilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete wall  Metal Roof  ,  constructionCode: 1
  construction Description: Concrete Block / Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Steel Concrete Exterior wall / Slate Glass  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: Concrete & Metal Shed  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: Concrete block  ,  constructionCode: 1
  construction Description: concrete slab / steel frame  ,  constructionCode: 1
  construction Description: block steel slab  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: concrete block & stucco  ,  constructionCode: 1
  construction Description: concrete block  no basement  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: steel  glass  ,  constructionCode: 1
  construction Description: Reinforced Concrete Steel  ,  constructionCode: 1
  construction Description: concrete & steel  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: Concrete frame structure  ,  constructionCode: 1
  construction Description: brick  concrete  steel. glass  ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete
Stucco  ,  constructionCode: 1
  construction Description: Concrete masonry wall  ,  constructionCode: 1
  construction Description: Poured Concrete
Steel  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Poured Concrete  Roof / Metal Trusses  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: Block Masonry Steel  ,  constructionCode: 2
  construction Description: Block  Masonry  Steel  ,  constructionCode: 2
  construction Description: Masonry Non Combustible  ,  constructionCode: 2
  construction Description: Masonry  ,  constructionCode: 2
  construction Description: Masonry   Non Combustible  ,  constructionCode: 2
  construction Description: Masonry/Non Combustible  ,  constructionCode: 2
  construction Description: Masonry/Steel  ,  constructionCode: 2
  construction Description: Masonry / Brick  ,  constructionCode: 2
  construction Description: Masonry  Non Combustible  ,  constructionCode: 2
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 2
  construction Description: stucco exterior / flat roof  ,  constructionCode: 2
  construction Description: Masonry Non combustible  ,  constructionCode: 2
  construction Description: metal sided / shingled roof  ,  constructionCode: 2
  construction Description: Maonry wood  ,  constructionCode: 2
  construction Description: Masonry steel  ,  constructionCode: 2
  construction Description: masonry block  steel joists  modified roof  ,  constructionCode: 2
  construction Description: Masonry wall brick exterior  ,  constructionCode: 2
  construction Description: concrete block / flat roof  ,  constructionCode: 2
  construction Description: brick / metal roof  ,  constructionCode: 2
  construction Description: masonry block  ,  constructionCode: 2
  construction Description: Masonry & Metal  ,  constructionCode: 2
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 2
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 2
  construction Description: Concrete  ,  constructionCode: 1
  construction Description: Concrete Panels & Steel  ,  constructionCode: 1
  construction Description: Concrete Block  ,  constructionCode: 1
  construction Description: Concrete Block & Steel  ,  constructionCode: 1
  construction Description: Precast Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt Wall  ,  constructionCode: 1
  construction Description: Concrete T ilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt up  ,  constructionCode: 1
  construction Description: Concrete Masonry  ,  constructionCode: 1
  construction Description: Concrete Slab  Insulated Metal wall  Metal Roof  ,  constructionCode: 1
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 1
  construction Description: #1 Sheet & Frame  ,  constructionCode: 1
  construction Description: #3 Steel & Frame  ,  constructionCode: 1
  construction Description: concrete tilt Wall  ,  constructionCode: 1
  construction Description: Concrete tilt wall  ,  constructionCode: 1
  construction Description: Concrete wall  Metal Roof  ,  constructionCode: 1
  construction Description: Concrete Block / Steel  ,  constructionCode: 1
  construction Description: Concrete Tilt  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Concrete/
Masonry  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: concrete block  ,  constructionCode: 1
  construction Description: concrete brick  ,  constructionCode: 1
  construction Description: Concrete block  ,  constructionCode: 1
  construction Description: metal frame  ,  constructionCode: 1
  construction Description: concrete slab / steel frame  ,  constructionCode: 1
  construction Description: concrete block wood frame  ,  constructionCode: 1
  construction Description: concrete block / flat roof  ,  constructionCode: 1
  construction Description: concrete block exterior  ,  constructionCode: 1
  construction Description: concrete block extrior wood frame  ,  constructionCode: 1
  construction Description: Concrete block wood frame  ,  constructionCode: 1
  construction Description: Concrete block  cement floor  ,  constructionCode: 1
  construction Description: Concrete wood  ,  constructionCode: 1
  construction Description: concrete block vinyl façade  ,  constructionCode: 1
  construction Description: concrete sheetrock  ,  constructionCode: 1
  construction Description: wood & steel frame  ,  constructionCode: 1
  construction Description: Concrete Block non sprinklered  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: Steel concrete frame  ,  constructionCode: 1
  construction Description: Concrete Tilt up  ,  constructionCode: 1
  construction Description: Masonry & Metal  ,  constructionCode: 1
  construction Description: Non combustible  Metal  ,  constructionCode: 1
  construction Description: Cinder Block & Metal  ,  constructionCode: 1
  construction Description: Concrete/Metal Panel Siding  ,  constructionCode: 1
  construction Description: concrete  steel  glass  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: concrete & steel  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: Concrete frame structure  ,  constructionCode: 1
  construction Description: concrete/cement   ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Metal frame Stucco  ,  constructionCode: 1
  construction Description: Concrete masonry wall  ,  constructionCode: 1
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 1
